Name,Monomer,Dimer,Trimer,RRU_Monomer,RRU_Dimer,RRU_Trimer,Mordred_Monomer,MACCS_Monomer,CV_True_ECFP_6_512_Monomer,CV_True_ECFP_8_1024_Monomer,CV_True_ECFP_10_2048_Monomer,CV_True_ECFP_12_4096_Monomer,CV_False_ECFP_6_512_Monomer,CV_False_ECFP_8_1024_Monomer,CV_False_ECFP_10_2048_Monomer,CV_False_ECFP_12_4096_Monomer,Mordred_Dimer,MACCS_Dimer,CV_True_ECFP_6_512_Dimer,CV_True_ECFP_8_1024_Dimer,CV_True_ECFP_10_2048_Dimer,CV_True_ECFP_12_4096_Dimer,CV_False_ECFP_6_512_Dimer,CV_False_ECFP_8_1024_Dimer,CV_False_ECFP_10_2048_Dimer,CV_False_ECFP_12_4096_Dimer,Mordred_Trimer,MACCS_Trimer,CV_True_ECFP_6_512_Trimer,CV_True_ECFP_8_1024_Trimer,CV_True_ECFP_10_2048_Trimer,CV_True_ECFP_12_4096_Trimer,CV_False_ECFP_6_512_Trimer,CV_False_ECFP_8_1024_Trimer,CV_False_ECFP_10_2048_Trimer,CV_False_ECFP_12_4096_Trimer,Mordred_RRU_Monomer,MACCS_RRU_Monomer,CV_True_ECFP_6_512_RRU_Monomer,CV_True_ECFP_8_1024_RRU_Monomer,CV_True_ECFP_10_2048_RRU_Monomer,CV_True_ECFP_12_4096_RRU_Monomer,CV_False_ECFP_6_512_RRU_Monomer,CV_False_ECFP_8_1024_RRU_Monomer,CV_False_ECFP_10_2048_RRU_Monomer,CV_False_ECFP_12_4096_RRU_Monomer,Mordred_RRU_Dimer,MACCS_RRU_Dimer,CV_True_ECFP_6_512_RRU_Dimer,CV_True_ECFP_8_1024_RRU_Dimer,CV_True_ECFP_10_2048_RRU_Dimer,CV_True_ECFP_12_4096_RRU_Dimer,CV_False_ECFP_6_512_RRU_Dimer,CV_False_ECFP_8_1024_RRU_Dimer,CV_False_ECFP_10_2048_RRU_Dimer,CV_False_ECFP_12_4096_RRU_Dimer,Mordred_RRU_Trimer,MACCS_RRU_Trimer,CV_True_ECFP_6_512_RRU_Trimer,CV_True_ECFP_8_1024_RRU_Trimer,CV_True_ECFP_10_2048_RRU_Trimer,CV_True_ECFP_12_4096_RRU_Trimer,CV_False_ECFP_6_512_RRU_Trimer,CV_False_ECFP_8_1024_RRU_Trimer,CV_False_ECFP_10_2048_RRU_Trimer,CV_False_ECFP_12_4096_RRU_Trimer
