Name,Monomer SMILES,Dimer SMILES,Trimer SMILES,RRU_Monomer SMILES,RRU_Dimer SMILES,RRU_Trimer SMILES
NDI-C5,CCCCCCCCCCC(CCCCCCCC)Cn3c(=O)c4cc(c2ccc(CCCCCc1csc(*)c1)s2)c6c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c5cc(*)c(c3=O)c4c56,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCCc4csc(c5cc6c7c(c(-c8ccc(CCCCCc9csc(*)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCCc4csc(-c5cc6c7c(c(-c8ccc(CCCCCc9csc(c%10cc%11c%12c(c(-c%13ccc(CCCCCc%14csc(*)c%14)s%13)cc%13c%12c%10C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%13=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%11=O)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCCCc1ccc(s1)-c1cc5c6c(c(cc7c6c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)-c1cc(cs1)CCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O
NDI-C6,CCCCCCCCCCC(CCCCCCCC)Cn3c(=O)c4cc(c2ccc(CCCCCCc1csc(*)c1)s2)c6c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c5cc(*)c(c3=O)c4c56,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCCCc4csc(c5cc6c7c(c(-c8ccc(CCCCCCc9csc(*)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCCCc4csc(-c5cc6c7c(c(-c8ccc(CCCCCCc9csc(c%10cc%11c%12c(c(-c%13ccc(CCCCCCc%14csc(*)c%14)s%13)cc%13c%12c%10C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%13=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%11=O)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCCCCc1ccc(s1)-c1cc5c6c(c(cc7c6c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)-c1cc(cs1)CCCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O
P3OT,*c1cc(CCCCCCCC)c(*)s1,CCCCCCCCc1cc(c2sc(*)cc2CCCCCCCC)sc1*,CCCCCCCCc1cc(-c2sc(c3sc(*)cc3CCCCCCCC)cc2CCCCCCCC)sc1*,CCCCCCCCc1c:C2:s:C:12,CCCCCCCCc1cc2s:C:1C1:cc(CCCCCCCC)c-2s:1,CCCCCCCCc1c:C2:sc1-c1cc(CCCCCCCC)c(s1)-c1cc(CCCCCCCC):C2:s1
P3(4MP)T,*c1cc(CCCC(C)C)c(*)s1,CC(C)CCCc1cc(c2sc(*)cc2CCCC(C)C)sc1*,CC(C)CCCc1cc(-c2sc(c3sc(*)cc3CCCC(C)C)cc2CCCC(C)C)sc1*,CC(C)CCCc1c:C2:s:C:12,CC(C)CCCc1cc2s:C:1C1:cc(CCCC(C)C)c-2s:1,CC(C)CCCc1c:C2:sc1-c1cc(CCCC(C)C)c(s1)-c1cc(CCCC(C)C):C2:s1
PffBT4T-2DT,CCCCCCCCCCCCC(CCCCCCCCCC)c1cc(*)sc1c6ccc(c5ccc(c4sc(c2c(F)c(F)c(*)c3nsnc23)cc4CC(CCCCCCCCCC)CCCCCCCCCCC)s5)s6,CCCCCCCCCCCCC(CCCCCCCCCC)c1cc(*)sc1-c1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(c5cc(C(CCCCCCCCCC)CCCCCCCCCCCC)c(-c6ccc(-c7ccc(-c8sc(-c9c(F)c(F)c(*)c%10nsnc9%10)cc8CC(CCCCCCCCCC)CCCCCCCCCCC)s7)s6)s5)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCC)s2)s1,CCCCCCCCCCCCC(CCCCCCCCCC)c1cc(*)sc1-c1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(c5cc(C(CCCCCCCCCC)CCCCCCCCCCCC)c(-c6ccc(-c7ccc(-c8sc(-c9c(F)c(F)c(-c%10cc(C(CCCCCCCCCC)CCCCCCCCCCCC)c(-c%11ccc(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(*)c%15nsnc%14%15)cc%13CC(CCCCCCCCCC)CCCCCCCCCCC)s%12)s%11)s%10)c%10nsnc9%10)cc8CC(CCCCCCCCCC)CCCCCCCCCCC)s7)s6)s5)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCC)s2)s1,CCCCCCCCCCCCC(CCCCCCCCCC)c1c:C2:sc1-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F):C2:c2nsnc12,CCCCCCCCCCCCC(CCCCCCCCCC)c1c:C2:sc1-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(C(CCCCCCCCCC)CCCCCCCCCCCC)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F):C2:c2nsnc12,CCCCCCCCCCCCC(CCCCCCCCCC)c1cc2sc1-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(C(CCCCCCCCCC)CCCCCCCCCCCC)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F):C(:c3nsnc13)C1:cc(C(CCCCCCCCCC)CCCCCCCCCCCC)c(s:1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c-2c2nsnc12
PII-2T,CCCCCCCCCCC(CCCCCCCCCC)CCCn6c(=O)c(=c3c(=O)n(CCCC(CCCCCCCCCC)CCCCCCCCCC)c4cc(c2ccc(c1ccc(*)s1)s2)ccc34)c5ccc(*)cc56,CCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)C(=C2C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5ccc(c6ccc7c(c6)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C7=C6C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c7cc(-c8ccc(-c9ccc(*)s9)s8)ccc76)s5)s4)ccc32)c2ccc(*)cc21,CCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)C(=C2C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5ccc(-c6ccc7c(c6)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C7=C6C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c7cc(-c8ccc(-c9ccc(c%10ccc%11c(c%10)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C%11=C%10C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c%11cc(-c%12ccc(-c%13ccc(*)s%13)s%12)ccc%11%10)s9)s8)ccc76)s5)s4)ccc32)c2ccc(*)cc21,CCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c4cc(ccc43)-c3ccc(s3)-c3cc:C(:s3)C3:ccc2c1c:3,CCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c4c:C(:ccc43)C3:ccc(s:3)-c3ccc(s3)-c3ccc4c(c3)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C4=C3C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c4cc(ccc43)-c3ccc(s3)-c3ccc(s3)-c3ccc2c1c3,CCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c4cc(ccc43)-c3ccc(s3)-c3ccc(s3)-c3ccc4c(c3)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C4=C3C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c4cc(ccc43)-c3ccc(s3)-c3cc:C(:s3)C3:ccc4c(c:3)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C4=C3C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c4cc(ccc43)-c3ccc(s3)-c3ccc(s3)-c3ccc2c1c3
PFO,*c3ccc2c1ccc(*)cc1[C@](CCCCCCCC)(CCCCCCCC)c2c3,CCCCCCCCC1(CCCCCCCC)c2cc(*)ccc2-c2ccc(c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc(*)ccc3-4)cc21,CCCCCCCCC1(CCCCCCCC)c2cc(*)ccc2-c2ccc(c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc(-c5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5cc(*)ccc5-6)ccc3-4)cc21,CCCCCCCCC1(CCCCCCCC)c2c:C3:ccc2-c2cc:C3:cc21,CCCCCCCCC1(CCCCCCCC)c2c:C3:ccc2-c2ccc(cc21)-c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c:C3:ccc1-2,CCCCCCCCC1(CCCCCCCC)c2cc3ccc2-c2cc:C(:cc21)C1:ccc2c(c:1)C(CCCCCCCC)(CCCCCCCC)c1cc(ccc1-2)-c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc-3ccc1-2
FPQ-Br,*c4ccc(c3ccc2c1ccc(*)cc1C(CCCCCC[N+](C)(C)C)(CCCCCC[N+](C)(C)C)c2c3)cc4.[Br-].[Br-],C[N+](C)(C)CCCCCCC1(CCCCCC[N+](C)(C)C)c2cc(*)ccc2-c2ccc(-c3ccc(c4ccc5c(c4)C(CCCCCC[N+](C)(C)C)(CCCCCC[N+](C)(C)C)c4cc(-c6ccc(*)cc6)ccc4-5)cc3)cc21.[Br-].[Br-].[Br-].[Br-],C[N+](C)(C)CCCCCCC1(CCCCCC[N+](C)(C)C)c2cc(*)ccc2-c2ccc(-c3ccc(c4ccc5c(c4)C(CCCCCC[N+](C)(C)C)(CCCCCC[N+](C)(C)C)c4cc(-c6ccc(-c7ccc8c(c7)C(CCCCCC[N+](C)(C)C)(CCCCCC[N+](C)(C)C)c7cc(-c9ccc(*)cc9)ccc7-8)cc6)ccc4-5)cc3)cc21.[Br-].[Br-].[Br-].[Br-].[Br-].[Br-],C[N+](C)(C)CCCCCCC1(CCCCCC[N+](C)(C)C)c2cc3ccc2-c2cc:C(:cc21)C1:ccc-3cc:1.[Br-].[Br-],C[N+](C)(C)CCCCCCC1(CCCCCC[N+](C)(C)C)c2c:C3:ccc2-c2ccc(cc21)-c1ccc(cc1)-c1ccc2c(c1)C(CCCCCC[N+](C)(C)C)(CCCCCC[N+](C)(C)C)c1cc(ccc1-2)-c1cc:C3:cc1.[Br-].[Br-].[Br-].[Br-],C[N+](C)(C)CCCCCCC1(CCCCCC[N+](C)(C)C)c2cc3ccc2-c2cc:C(:cc21)C1:ccc(cc:1)-c1ccc2c(c1)C(CCCCCC[N+](C)(C)C)(CCCCCC[N+](C)(C)C)c1cc(ccc1-2)-c1ccc(cc1)-c1ccc2c(c1)C(CCCCCC[N+](C)(C)C)(CCCCCC[N+](C)(C)C)c1cc(ccc1-2)-c1ccc-3cc1.[Br-].[Br-].[Br-].[Br-].[Br-].[Br-]
P(PzDPP-CT2),CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCn6c(c1cnc(*)cn1)c5c(=O)n(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c(c4cnc(c3cc(C#N)c(c2cc(C#N)c(*)s2)s3)cn4)c5c6=O,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3cnc(-c4cc(C#N)c(-c5cc(C#N)c(c6cnc(C7=C8C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(c9cnc(-c%10cc(C#N)c(-c%11cc(C#N)c(*)s%11)s%10)cn9)=C8C(=O)N7CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)cn6)s5)s4)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1cnc(*)cn1,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3cnc(-c4cc(C#N)c(-c5cc(C#N)c(-c6cnc(C7=C8C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(c9cnc(-c%10cc(C#N)c(-c%11cc(C#N)c(c%12cnc(C%13=C%14C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(c%15cnc(-c%16cc(C#N)c(-c%17cc(C#N)c(*)s%17)s%16)cn%15)=C%14C(=O)N%13CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)cn%12)s%11)s%10)cn9)=C8C(=O)N7CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)cn6)s5)s4)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1cnc(*)cn1,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C3c4cn:C(:cn4)C4:sc(cc:4C#N)-c4sc(cc4C#N)-c4cnc(cn4)C1=C2C(=O)N3CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C3c4cnc(cn4)-c4sc(cc4C#N)-c4sc(cc4C#N)-c4cnc(cn4)C4=C5C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=C5C(=O)N4CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c4cn:C(:cn4)C4:sc(cc:4C#N)-c4sc(cc4C#N)-c4cnc(cn4)C1=C2C(=O)N3CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C3c4cnc(cn4)-c4sc(cc4C#N)-c4sc(cc4C#N)-c4cnc(cn4)C4=C5C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=C5C(=O)N4CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c4cnc(cn4)-c4sc(cc4C#N)-c4sc(cc4C#N)-c4cnc(cn4)C4=C5C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=C5C(=O)N4CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c4cn:C(:cn4)C4:sc(cc:4C#N)-c4sc(cc4C#N)-c4cnc(cn4)C1=C2C(=O)N3CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC
PTHS,CCCC[N+](CCCC)(CCCC)CCCC.*c1cc(CCCCCCS(=O)(=O)[O-])c(*)s1,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCCCCCc1cc(c2sc(*)cc2CCCCCCS(=O)(=O)[O-])sc1*,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCCCCCc1cc(-c2sc(c3sc(*)cc3CCCCCCS(=O)(=O)[O-])cc2CCCCCCS(=O)(=O)[O-])sc1*,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCCCCCc1c:C2:s:C:12,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCCCCCc1cc2s:C:1C1:cc(CCCCCCS(=O)(=O)[O-])c-2s:1,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCCCCCc1c:C2:sc1-c1cc(CCCCCCS(=O)(=O)[O-])c(s1)-c1cc(CCCCCCS(=O)(=O)[O-]):C2:s1
DP6-PPV,*/C=C/c2cc(CCCCCC)c(*)c(c1ccccc1)c2c3ccccc3,CCCCCCc1cc(C=Cc2c(CCCCCC)cc(C=C*)c(-c3ccccc3)c2-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1*,CCCCCCc1cc(C=Cc2c(CCCCCC)cc(C=Cc3c(CCCCCC)cc(C=C*)c(-c4ccccc4)c3-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1*,CCCCCCc1cc2c(-c3ccccc3)c(-c3ccccc3):C:1C=C2,CCCCCCc1cc2c(-c3ccccc3)c(-c3ccccc3):C:1C=Cc1cc(CCCCCC)c(c(-c3ccccc3)c1-c1ccccc1)C=C2,CCCCCCc1cc2c(-c3ccccc3)c(-c3ccccc3)c1C=Cc1cc(CCCCCC):C(:c(-c3ccccc3)c1-c1ccccc1)C=Cc1cc(CCCCCC)c(c(-c3ccccc3)c1-c1ccccc1)C=C2
P3DT,*c1cc(CCCCCCCCCC)c(*)s1,CCCCCCCCCCc1cc(c2sc(*)cc2CCCCCCCCCC)sc1*,CCCCCCCCCCc1cc(-c2sc(c3sc(*)cc3CCCCCCCCCC)cc2CCCCCCCCCC)sc1*,CCCCCCCCCCc1c:C2:s:C:12,CCCCCCCCCCc1cc2s:C:1C1:cc(CCCCCCCCCC)c-2s:1,CCCCCCCCCCc1c:C2:sc1-c1cc(CCCCCCCCCC)c(s1)-c1cc(CCCCCCCCCC):C2:s1
FBDOPV-2T,*c9ccc(c8ccc(c7ccc6c(=c4c(=O)oc5cc3c(=c1c(=O)n(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2c(F)c(*)ccc12)c(=O)oc3cc45)c(=O)n(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6c7F)s8)s9,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C(=C2C(=O)Oc3cc4c(cc32)OC(=O)C4=C2C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c3c2ccc(-c2ccc(-c4ccc(c5ccc6c(c5F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C6=C5C(=O)Oc6cc7c(cc65)OC(=O)C7=C5C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6c5ccc(-c5ccc(-c7ccc(*)s7)s5)c6F)s4)s2)c3F)c2ccc(*)c(F)c21,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C(=C2C(=O)Oc3cc4c(cc32)OC(=O)C4=C2C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c3c2ccc(-c2ccc(-c4ccc(-c5ccc6c(c5F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C6=C5C(=O)Oc6cc7c(cc65)OC(=O)C7=C5C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6c5ccc(-c5ccc(-c7ccc(c8ccc9c(c8F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C9=C8C(=O)Oc9cc%10c(cc98)OC(=O)C%10=C8C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c9c8ccc(-c8ccc(-c%10ccc(*)s%10)s8)c9F)s7)s5)c6F)s4)s2)c3F)c2ccc(*)c(F)c21,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3ccc(c4F)-c3ccc(s3)-c3cc:C(:s3)C3:ccc2c1c:3F,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3cc:C(:c4F)C3:ccc(s:3)-c3ccc(s3)-c3ccc4c(c3F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C4=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3ccc(c4F)-c3ccc(s3)-c3ccc(s3)-c3ccc2c1c3F,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3ccc(c4F)-c3ccc(s3)-c3ccc(s3)-c3ccc4c(c3F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C4=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3ccc(c4F)-c3ccc(s3)-c3cc:C(:s3)C3:ccc4c(c:3F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C4=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3ccc(c4F)-c3ccc(s3)-c3ccc(s3)-c3ccc2c1c3F
MBL-PPV,*/C=C/c1cc(OC)c(*)cc1OCCCCS(=O)(=O)[O-].[Li+],COc1cc(C=Cc2cc(OCCCCS(=O)(=O)[O-])c(C=C*)cc2OC)c(OCCCCS(=O)(=O)[O-])cc1*.[Li+].[Li+],COc1cc(C=Cc2cc(OCCCCS(=O)(=O)[O-])c(C=Cc3cc(OCCCCS(=O)(=O)[O-])c(C=C*)cc3OC)cc2OC)c(OCCCCS(=O)(=O)[O-])cc1*.[Li+].[Li+].[Li+],COc1cc2c(OCCCCS(=O)(=O)[O-])c:C:1C=C2.[Li+],COc1cc2c(OCCCCS(=O)(=O)[O-])c:C:1C=Cc1cc(OC)c(cc1OCCCCS(=O)(=O)[O-])C=C2.[Li+].[Li+],COc1cc2c(OCCCCS(=O)(=O)[O-])c:C:1C=Cc1cc(OC)c(cc1OCCCCS(=O)(=O)[O-])C=Cc1cc(OC)c(cc1OCCCCS(=O)(=O)[O-])C=C2.[Li+].[Li+].[Li+]
