index to extract,derived Rh (nm),normalized intensity (0-1),normalized intensity (0-1) corrected,intensity weighted average Rh (nm),intensity weighted average over log(Rh (nm))
641.0,"[0.6, 0.833, 1.002, 1.124, 1.301, 1.556, 1.633, 1.712, 1.864, 2.001, 2.261, 3.402, 4.426, 5.456, 6.038, 6.689, 6.724, 7.007, 7.244, 8.091, 8.738, 9.362, 10.08, 10.704, 11.348, 12.008, 12.768, 13.693, 16.911, 26.812, 41.928, 81.938, 171.123, 200.373, 215.98, 231.973, 242.525, 249.19, 253.351, 261.076, 268.861, 273.173, 278.005, 302.052, 346.185, 372.967, 388.794, 444.733, 504.281, 536.545, 663.697, 959.446]","[-0.004, -0.003, 0.021, 0.052, 0.074, 0.06, 0.043, 0.029, 0.016, 0.007, 0.0, -0.002, -0.002, 0.001, 0.008, 0.039, 0.029, 0.05, 0.062, 0.077, 0.081, 0.075, 0.059, 0.045, 0.034, 0.027, 0.01, 0.002, 0.001, 0.001, 0.001, 0.003, 0.004, 0.004, 0.012, 0.026, 0.041, 0.065, 0.083, 0.101, 0.12, 0.14, 0.157, 0.174, 0.165, 0.149, 0.12, 0.064, 0.025, 0.008, 0.003, 0.003]","[0.         0.00561798 0.14044944 0.31460674 0.43820225 0.35955056
 0.26404494 0.18539326 0.11235955 0.06179775 0.02247191 0.01123596
 0.01123596 0.02808989 0.06741573 0.24157303 0.18539326 0.30337079
 0.37078652 0.45505618 0.47752809 0.44382022 0.35393258 0.2752809
 0.21348315 0.1741573  0.07865169 0.03370787 0.02808989 0.02808989
 0.02808989 0.03932584 0.04494382 0.04494382 0.08988764 0.16853933
 0.25280899 0.38764045 0.48876404 0.58988764 0.69662921 0.80898876
 0.90449438 1.         0.9494382  0.85955056 0.69662921 0.38202247
 0.16292135 0.06741573 0.03932584 0.03932584]",193.11967873831776,59.12270466111498
642.0,"[29.199, 53.864, 77.317, 93.622, 114.333, 132.399, 143.235, 189.641, 226.722, 251.082, 315.892, 582.729]","[0.017, 0.019, 0.036, 0.077, 0.125, 0.158, 0.191, 0.223, 0.18, 0.105, 0.025, 0.027]","[0.         0.00970874 0.09223301 0.29126214 0.52427184 0.68446602
 0.84466019 1.         0.79126214 0.42718447 0.03883495 0.04854369]",173.2426537282942,163.2094231217567
643.0,"[2.474, 3.564, 4.584, 5.133, 5.466, 6.77, 7.678, 8.491, 9.39, 10.385, 17.178, 39.412, 92.728, 144.036, 165.417, 182.934, 204.869, 212.75, 223.731, 229.433, 260.196, 284.153, 326.333, 330.465, 338.887, 379.52, 389.192, 419.711, 526.395, 904.241]","[0.0, -0.001, 0.0, 0.022, 0.042, 0.067, 0.053, 0.036, 0.015, 0.001, 0.001, 0.003, 0.003, 0.005, 0.015, 0.075, 0.158, 0.195, 0.221, 0.24, 0.259, 0.23, 0.191, 0.151, 0.109, 0.061, 0.038, 0.009, 0.005, 0.007]","[0.00384615 0.         0.00384615 0.08846154 0.16538462 0.26153846
 0.20769231 0.14230769 0.06153846 0.00769231 0.00769231 0.01538462
 0.01538462 0.02307692 0.06153846 0.29230769 0.61153846 0.75384615
 0.85384615 0.92692308 1.         0.88846154 0.73846154 0.58461538
 0.42307692 0.23846154 0.15       0.03846154 0.02307692 0.03076923]",239.03816287371714,174.2615828371146
644.0,"[0.487, 0.578, 0.607, 0.685, 0.737, 0.803, 1.102, 2.235, 4.642, 10.499, 22.62, 75.563, 81.293, 92.951, 98.789, 102.467, 103.723, 107.584, 121.522, 135.605, 144.122, 147.677, 153.174, 160.823, 166.81, 173.02, 186.141, 223.463, 285.119, 386.635]","[-0.004, -0.005, 0.022, 0.042, 0.022, -0.004, -0.003, -0.006, -0.007, -0.007, -0.007, -0.008, 0.02, 0.086, 0.14, 0.177, 0.208, 0.231, 0.284, 0.263, 0.242, 0.204, 0.168, 0.133, 0.095, 0.057, -0.004, -0.007, -0.009, -0.008]","[0.01706485 0.01365188 0.10580205 0.17406143 0.10580205 0.01706485
 0.02047782 0.01023891 0.00682594 0.00682594 0.00682594 0.00341297
 0.09897611 0.32423208 0.50853242 0.63481229 0.74061433 0.81911263
 1.         0.92832765 0.85665529 0.72696246 0.60409556 0.48464164
 0.35494881 0.22525597 0.01706485 0.00682594 0.         0.00341297]",121.5260727272727,95.46617590219797
645.0,"[0.605, 0.916, 1.015, 1.162, 1.261, 1.371, 1.481, 1.633, 1.706, 1.843, 2.103, 2.877, 5.747, 16.334, 46.364, 51.986, 58.218, 64.205, 69.303, 71.025, 73.802, 80.795, 91.402, 92.986, 93.386, 96.178, 100.677, 163.187, 243.927]","[-0.006, -0.006, 0.001, 0.04, 0.067, 0.097, 0.103, 0.094, 0.067, 0.024, -0.002, -0.007, -0.007, -0.006, -0.011, -0.006, 0.044, 0.133, 0.187, 0.234, 0.287, 0.346, 0.287, 0.155, 0.222, -0.011, 0.071, -0.01, -0.013]","[0.01949861 0.01949861 0.03899721 0.14763231 0.22284123 0.30640669
 0.32311978 0.29805014 0.22284123 0.10306407 0.03064067 0.01671309
 0.01671309 0.01949861 0.00557103 0.01949861 0.15877437 0.40668524
 0.55710306 0.68802228 0.8356546  1.         0.8356546  0.46796657
 0.6545961  0.00557103 0.23398329 0.00835655 0.        ]",62.124338422391865,31.62325122931334
646.0,"[0.471, 0.57, 0.622, 0.835, 1.029, 1.458, 2.134, 3.123, 4.57, 6.69, 9.789, 14.323, 20.961, 30.674, 44.9, 65.707, 96.131, 140.679, 199.34, 233.653, 245.946, 251.332, 255.027, 275.761, 302.807, 325.196, 376.802, 406.18, 427.84, 452.604, 477.952, 565.413, 831.536, 1217.031, 1568.719]","[0.002, 0.028, 0.077, 0.02, -0.001, 0.0, 0.0, -0.001, -0.001, -0.002, -0.001, -0.001, -0.001, -0.001, -0.002, -0.002, -0.002, -0.002, -0.001, 0.03, 0.065, 0.109, 0.159, 0.196, 0.259, 0.236, 0.177, 0.143, 0.115, 0.075, 0.04, -0.001, -0.002, -0.003, -0.003]","[0.01908397 0.11832061 0.30534351 0.08778626 0.00763359 0.01145038
 0.01145038 0.00763359 0.00763359 0.00381679 0.00763359 0.00763359
 0.00763359 0.00763359 0.00381679 0.00381679 0.00381679 0.00381679
 0.00763359 0.1259542  0.25954198 0.42748092 0.61832061 0.75954198
 1.         0.91221374 0.6870229  0.55725191 0.45038168 0.29770992
 0.16412214 0.00763359 0.00381679 0.         0.        ]",299.7693825317855,189.61336322625647
647.0,"[0.449, 0.507, 0.522, 0.568, 0.674, 0.748, 0.823, 1.135, 2.216, 5.749, 11.935, 23.835, 40.15, 70.12, 174.998, 195.129, 197.311, 205.865, 206.074, 219.121, 246.312, 259.012, 277.367, 310.841, 323.092, 354.751, 385.692, 443.3, 595.76]","[0.007, 0.01, 0.027, 0.055, 0.036, 0.027, 0.008, 0.009, 0.007, 0.007, 0.007, 0.01, 0.007, 0.006, 0.009, 0.064, 0.142, 0.206, 0.254, 0.305, 0.294, 0.267, 0.204, 0.149, 0.096, 0.057, 0.013, 0.007, 0.01]","[0.00334448 0.01337793 0.07023411 0.1638796  0.10033445 0.07023411
 0.00668896 0.01003344 0.00334448 0.00334448 0.00334448 0.01337793
 0.00334448 0.         0.01003344 0.19397993 0.4548495  0.66889632
 0.82943144 1.         0.9632107  0.8729097  0.66220736 0.47826087
 0.30100334 0.17056856 0.02341137 0.00334448 0.01337793]",229.21760348071496,165.41565677401397
738.0,"[53.846, 74.359, 83.333, 101.923, 128.205, 158.974, 174.359, 195.513, 212.179, 242.949, 262.821, 302.564, 317.308, 339.103]","[0.007, -0.018, -0.022, 0.172, 0.55, 0.849, 0.748, 0.597, 0.464, 0.262, 0.128, 0.033, 0.042, 0.0]","[0.03329506 0.00459242 0.         0.22273249 0.65671642 1.
 0.88404133 0.71067738 0.55797933 0.326062   0.17221584 0.06314581
 0.07347876 0.02525832]",180.74254393203887,174.67003595772024
739.0,"[61.337, 77.378, 88.92, 102.292, 110.491, 116.798, 134.49, 155.64, 167.297, 182.813, 191.906, 209.345, 224.167, 242.826, 265.889]","[0.036, 0.011, 0.006, 0.147, 0.356, 0.517, 0.918, 0.924, 0.738, 0.533, 0.348, 0.143, 0.021, 0.0, 0.021]","[0.03896104 0.01190476 0.00649351 0.15909091 0.38528139 0.55952381
 0.99350649 1.         0.7987013  0.57683983 0.37662338 0.1547619
 0.02272727 0.         0.02272727]",151.2052532316169,148.00124974317197
740.0,"[10.174, 18.48, 26.406, 32.28, 36.547, 46.048, 67.828, 75.82, 81.336, 91.249, 106.84, 122.356, 141.802, 161.998, 187.622, 216.493]","[0.032, 0.01, 0.193, 0.275, 0.103, 0.013, 0.002, 0.236, 0.538, 0.77, 0.932, 0.534, 0.202, 0.013, 0.0, 0.02]","[0.03433476 0.01072961 0.20708155 0.29506438 0.11051502 0.0139485
 0.00214592 0.25321888 0.57725322 0.82618026 1.         0.57296137
 0.2167382  0.0139485  0.         0.02145923]",90.59880893364316,82.22897498986573
741.0,"[105.978, 128.54, 134.668, 150.502, 166.647, 182.389, 209.752, 225.92, 243.993, 269.833, 285.724, 316.284, 322.597, 342.931]","[0.107, 0.066, 0.064, 0.245, 0.561, 0.776, 0.971, 0.779, 0.637, 0.391, 0.301, 0.07, 0.0, 0.027]","[0.11019567 0.06797116 0.06591143 0.2523172  0.57775489 0.79917611
 1.         0.80226571 0.65602472 0.40267765 0.3099897  0.07209063
 0.         0.02780639]",211.87766086086094,207.04558715072318
742.0,"[110.204, 129.932, 150.34, 159.864, 176.19, 191.837, 208.844, 222.449, 244.218, 258.503, 279.592, 296.599, 323.129, 342.177]","[0.03, 0.06, 0.099, 0.227, 0.418, 0.643, 0.817, 0.797, 0.724, 0.572, 0.384, 0.248, 0.042, 0.0]","[0.03671971 0.07343941 0.12117503 0.27784578 0.51162791 0.7870257
 1.         0.9755202  0.88616891 0.7001224  0.47001224 0.30354957
 0.05140759 0.        ]",222.55674491207267,218.8311453563302
743.0,"[81.01, 98.78, 108.431, 120.879, 140.095, 158.491, 169.265, 184.087, 198.251, 211.756, 245.633, 283.051, 300.054]","[0.006, 0.128, 0.315, 0.613, 0.861, 0.902, 0.74, 0.529, 0.35, 0.203, 0.002, 0.006, 0.0]","[0.00665188 0.14190687 0.34922395 0.67960089 0.95454545 1.
 0.82039911 0.5864745  0.38802661 0.22505543 0.00221729 0.00665188
 0.        ]",155.1379553168636,152.2493840978264
744.0,"[13.006, 24.825, 33.492, 44.328, 57.885, 73.546, 90.523, 102.234, 112.65, 121.198, 132.25, 143.346, 162.364, 175.791, 186.411, 201.133, 215.219, 229.412, 245.58, 268.699, 284.997]","[0.063, 0.201, 0.12, 0.084, 0.048, 0.059, 0.038, 0.145, 0.301, 0.584, 0.707, 0.862, 0.841, 0.709, 0.515, 0.336, 0.189, 0.121, 0.005, 0.0, 0.0]","[0.07308585 0.23317865 0.13921114 0.0974478  0.05568445 0.06844548
 0.04408353 0.16821346 0.34918794 0.6774942  0.82018561 1.
 0.97563805 0.8225058  0.5974478  0.38979118 0.21925754 0.14037123
 0.00580046 0.         0.        ]",144.25017139001352,131.3374366996749
802.0,"[1.11, 1.209, 1.581, 1.797, 2.115, 2.863, 3.748, 4.653, 5.634, 6.501, 7.263, 8.447, 9.694, 10.758, 12.346, 13.17, 14.5, 16.25, 19.085, 19.892, 23.009, 32.581, 42.492]","[0.253, 0.321, 0.479, 0.582, 0.688, 0.846, 0.959, 0.994, 0.97, 0.939, 0.868, 0.771, 0.666, 0.566, 0.461, 0.39, 0.306, 0.198, 0.093, 0.022, 0.001, 0.004, 0.002]","[0.25377644 0.32225579 0.48136959 0.58509567 0.6918429  0.8509567
 0.96475327 1.         0.97583082 0.94461229 0.87311178 0.775428
 0.66968781 0.56898288 0.4632427  0.3917422  0.30715005 0.19838872
 0.09264854 0.02114804 0.         0.00302115 0.00100705]",6.355471116590347,5.037034612554048
803.0,"[1.094, 1.51, 1.939, 2.268, 2.563, 3.195, 3.568, 4.616, 5.933, 7.21, 8.468, 8.666, 9.867, 10.963, 12.145, 12.908, 14.885, 18.155, 18.716, 24.664, 35.742, 43.514]","[0.09, 0.229, 0.411, 0.538, 0.617, 0.77, 0.846, 0.96, 0.994, 0.936, 0.831, 0.781, 0.642, 0.547, 0.44, 0.353, 0.169, 0.077, 0.009, 0.001, 0.004, 0.004]","[0.08962739 0.22960725 0.41289023 0.5407855  0.6203424  0.77442095
 0.8509567  0.96576032 1.         0.94159114 0.83585096 0.78549849
 0.64551863 0.54984894 0.44209466 0.35448137 0.16918429 0.07653575
 0.00805639 0.         0.00302115 0.00302115]",6.532368240930871,5.476803002948774
804.0,"[1.397, 1.876, 2.519, 3.434, 4.246, 5.554, 6.634, 7.342, 8.843, 12.247, 13.864, 17.064, 20.215, 23.566, 26.827, 29.475, 34.553, 38.28, 45.803, 57.669, 62.733, 72.248, 76.151, 89.714, 96.893, 108.782, 117.877, 131.975, 163.246, 225.952, 263.85]","[0.011, 0.011, 0.011, 0.011, 0.079, 0.111, 0.057, 0.011, 0.011, 0.011, 0.011, 0.15, 0.343, 0.532, 0.668, 0.775, 0.9, 0.961, 1.018, 1.004, 0.946, 0.857, 0.796, 0.654, 0.55, 0.396, 0.314, 0.143, 0.014, 0.011, 0.011]","[0.         0.         0.         0.         0.06752731 0.09930487
 0.04568024 0.         0.         0.         0.         0.13803376
 0.32969215 0.51737835 0.65243297 0.75868918 0.88282026 0.94339623
 1.         0.98609732 0.9285005  0.84011917 0.7795432  0.63853029
 0.53525323 0.38232373 0.30089374 0.13108242 0.00297915 0.
 0.        ]",56.002773760985775,48.27737830163511
805.0,"[3.594, 4.696, 5.399, 6.28, 7.743, 9.006, 9.884, 13.067, 16.298, 20.327, 22.051, 24.484, 25.95, 29.492, 32.745, 34.305, 38.535, 42.787, 45.879, 53.991, 65.793, 86.975, 109.75, 126.186, 140.109, 151.991, 176.797, 194.034, 231.013, 247.708, 294.915, 351.119]","[-0.003, -0.004, 0.031, 0.074, 0.06, 0.027, 0.0, -0.003, -0.007, -0.002, 0.063, 0.155, 0.222, 0.414, 0.53, 0.602, 0.727, 0.821, 0.883, 0.974, 1.012, 0.944, 0.8, 0.691, 0.607, 0.537, 0.396, 0.323, 0.187, 0.103, -0.005, -0.006]","[3.92541708e-03 2.94406281e-03 3.72914622e-02 7.94896958e-02
 6.57507360e-02 3.33660451e-02 6.86947988e-03 3.92541708e-03
 0.00000000e+00 4.90677134e-03 6.86947988e-02 1.58979392e-01
 2.24730128e-01 4.13150147e-01 5.26987242e-01 5.97644750e-01
 7.20314033e-01 8.12561335e-01 8.73405299e-01 9.62708538e-01
 1.00000000e+00 9.33267910e-01 7.91952895e-01 6.84985280e-01
 6.02551521e-01 5.33856722e-01 3.95485770e-01 3.23846909e-01
 1.90382728e-01 1.07948970e-01 1.96270854e-03 9.81354269e-04]",81.30814986376024,64.8630254234834
806.0,"[3.057, 4.298, 6.03, 8.41, 11.023, 14.367, 19.946, 26.886, 33.438, 36.418, 39.632, 42.712, 46.243, 50.91, 54.399, 58.593, 63.644, 69.955, 79.409, 100.63, 121.403, 131.169, 136.966, 143.953, 153.345, 159.925, 165.422, 170.774, 176.537, 203.127, 283.614]","[0.006, 0.005, 0.022, 0.092, 0.069, 0.01, 0.005, 0.025, 0.125, 0.201, 0.291, 0.37, 0.46, 0.56, 0.637, 0.721, 0.787, 0.875, 0.965, 0.998, 0.895, 0.824, 0.728, 0.63, 0.514, 0.399, 0.314, 0.217, 0.128, 0.022, 0.006]","[0.00100705 0.         0.01711984 0.08761329 0.06445116 0.00503525
 0.         0.02014099 0.12084592 0.19738167 0.28801611 0.36757301
 0.45820745 0.55891239 0.63645519 0.72104733 0.78751259 0.87613293
 0.96676737 1.         0.89627392 0.82477341 0.72809668 0.62940584
 0.51258812 0.39677744 0.31117825 0.21349446 0.12386707 0.01711984
 0.00100705]",94.58121334922524,83.51274473485864
807.0,"[1.175, 1.446, 1.782, 2.2, 2.666, 3.332, 4.168, 5.106, 6.304, 8.082, 9.083, 11.58, 14.022, 17.147, 20.965, 25.653, 31.479, 38.364, 48.153, 58.808, 72.768, 89.293, 107.345, 135.324, 168.182, 205.787, 246.264, 306.409, 365.079, 431.935]","[0.006, 0.006, 0.009, 0.015, 0.024, 0.035, 0.048, 0.059, 0.066, 0.068, 0.065, 0.056, 0.044, 0.031, 0.018, 0.006, 0.0, 0.001, 0.0, 0.005, 0.016, 0.03, 0.043, 0.052, 0.052, 0.04, 0.023, 0.006, 0.0, 0.001]","[0.08823529 0.08823529 0.13235294 0.22058824 0.35294118 0.51470588
 0.70588235 0.86764706 0.97058824 1.         0.95588235 0.82352941
 0.64705882 0.45588235 0.26470588 0.08823529 0.         0.01470588
 0.         0.07352941 0.23529412 0.44117647 0.63235294 0.76470588
 0.76470588 0.58823529 0.33823529 0.08823529 0.         0.01470588]",54.99464727272728,18.4197249650762
808.0,"[1.999, 2.436, 2.998, 3.726, 4.159, 4.893, 6.109, 7.612, 9.449, 10.818, 11.798, 13.63, 16.411, 18.831, 22.065, 26.106, 31.852, 38.907, 44.696, 48.835, 53.366, 61.388, 66.97, 76.236, 82.821, 93.886, 115.251, 123.998, 130.848, 139.263, 147.993, 153.96, 167.64, 177.575, 188.277, 197.737, 233.993, 279.486]","[0.002, 0.002, 0.002, 0.003, 0.005, 0.014, 0.023, 0.028, 0.026, 0.02, 0.015, 0.007, 0.003, 0.001, 0.002, 0.002, 0.005, 0.03, 0.051, 0.07, 0.09, 0.113, 0.129, 0.151, 0.159, 0.173, 0.168, 0.156, 0.145, 0.131, 0.114, 0.094, 0.066, 0.043, 0.021, 0.0, 0.001, 0.001]","[0.01156069 0.01156069 0.01156069 0.01734104 0.02890173 0.08092486
 0.13294798 0.16184971 0.15028902 0.11560694 0.0867052  0.04046243
 0.01734104 0.00578035 0.01156069 0.01156069 0.02890173 0.1734104
 0.29479769 0.40462428 0.52023121 0.65317919 0.74566474 0.87283237
 0.91907514 1.         0.97109827 0.9017341  0.83815029 0.75722543
 0.65895954 0.5433526  0.38150289 0.24855491 0.12138728 0.
 0.00578035 0.00578035]",96.866679090029,79.92891081890107
809.0,"[5.094, 6.329, 8.367, 8.765, 9.62, 10.723, 11.06, 15.317, 25.551, 41.32, 67.866, 75.646, 78.029, 81.744, 84.319, 86.975, 91.116, 96.946, 103.15, 116.772, 132.194, 149.653, 154.366, 166.81, 180.257, 191.791, 210.49, 223.959, 242.013, 261.522, 278.256, 296.061, 385.353]","[-0.006, -0.009, 0.088, 0.143, 0.178, 0.126, 0.012, -0.005, -0.004, -0.004, -0.007, 0.076, 0.19, 0.297, 0.435, 0.555, 0.697, 0.8, 0.914, 1.011, 0.983, 0.918, 0.845, 0.759, 0.659, 0.556, 0.449, 0.342, 0.242, 0.146, 0.066, 0.008, 0.001]","[0.00294118 0.         0.09509804 0.14901961 0.18333333 0.13235294
 0.02058824 0.00392157 0.00490196 0.00490196 0.00196078 0.08333333
 0.19509804 0.3        0.43529412 0.55294118 0.69215686 0.79313725
 0.90490196 1.         0.97254902 0.90882353 0.8372549  0.75294118
 0.65490196 0.55392157 0.44901961 0.34411765 0.24607843 0.15196078
 0.07352941 0.01666667 0.00980392]",132.7889339173329,115.17766821871307
810.0,"[4.431, 5.174, 5.569, 5.828, 6.404, 6.759, 7.996, 9.292, 9.955, 10.516, 11.587, 13.957, 18.45, 25.95, 34.305, 44.685, 47.723, 49.862, 53.251, 56.87, 59.419, 63.458, 67.032, 72.264, 77.418, 94.846, 110.98, 119.829, 133.501, 142.798, 150.842, 159.339, 170.17, 177.796, 189.881, 202.788, 214.211, 226.278, 241.658, 278.256, 356.606]","[0.005, 0.005, 0.031, 0.105, 0.175, 0.232, 0.274, 0.213, 0.138, 0.052, 0.012, 0.006, 0.006, 0.006, 0.006, 0.058, 0.191, 0.32, 0.44, 0.554, 0.654, 0.742, 0.828, 0.895, 0.954, 1.005, 0.971, 0.917, 0.828, 0.764, 0.698, 0.631, 0.554, 0.476, 0.395, 0.313, 0.232, 0.145, 0.059, 0.008, 0.008]","[0.    0.    0.026 0.1   0.17  0.227 0.269 0.208 0.133 0.047 0.007 0.001
 0.001 0.001 0.001 0.053 0.186 0.315 0.435 0.549 0.649 0.737 0.823 0.89
 0.949 1.    0.966 0.912 0.823 0.759 0.693 0.626 0.549 0.471 0.39  0.308
 0.227 0.14  0.054 0.003 0.003]",102.84026773688865,82.13321017989549
811.0,"[4.829, 5.975, 7.918, 8.792, 9.831, 10.401, 11.108, 11.734, 12.716, 13.874, 16.125, 18.594, 19.427, 20.521, 22.402, 23.664, 26.99, 35.111, 42.769, 60.736, 79.881, 90.116, 94.155, 101.663, 108.573, 115.953, 125.2, 134.592, 157.602, 183.739, 187.812, 205.023, 216.572, 239.024, 255.271, 272.622, 374.628, 503.639, 640.972]","[0.001, 0.0, 0.04, 0.098, 0.174, 0.234, 0.303, 0.38, 0.453, 0.521, 0.583, 0.55, 0.506, 0.411, 0.284, 0.125, 0.013, 0.012, 0.012, 0.012, 0.003, 0.06, 0.26, 0.448, 0.607, 0.75, 0.861, 0.946, 0.999, 0.959, 0.886, 0.788, 0.661, 0.516, 0.345, 0.161, 0.013, 0.014, 0.014]","[0.001001   0.         0.04004004 0.0980981  0.17417417 0.23423423
 0.3033033  0.38038038 0.45345345 0.52152152 0.58358358 0.55055055
 0.50650651 0.41141141 0.28428428 0.12512513 0.01301301 0.01201201
 0.01201201 0.01201201 0.003003   0.06006006 0.26026026 0.44844845
 0.60760761 0.75075075 0.86186186 0.94694695 1.         0.95995996
 0.88688689 0.78878879 0.66166166 0.51651652 0.34534535 0.16116116
 0.01301301 0.01401401 0.01401401]",115.68837699064485,72.27899786701742
812.0,"[1.882, 2.395, 2.917, 3.255, 3.514, 3.672, 4.008, 4.281, 4.522, 5.214, 5.214, 5.949, 6.079, 6.329, 6.428, 7.01, 8.922, 11.355, 14.451, 18.391, 23.406, 29.788, 37.911, 48.249, 61.405, 70.037, 71.097, 71.097, 72.208, 73.982, 79.881, 90.116, 96.242, 105.062, 112.203, 119.829, 120.45, 130.811, 147.572, 187.812, 239.024]","[-0.006, 0.003, 0.034, 0.086, 0.146, 0.234, 0.358, 0.512, 0.677, 0.814, 0.89, 0.626, 0.482, 0.281, 0.077, -0.004, -0.001, -0.003, -0.004, -0.004, -0.004, -0.004, -0.004, -0.003, -0.003, 0.005, 0.121, 0.279, 0.396, 0.514, 0.836, 0.986, 0.937, 0.78, 0.575, 0.325, 0.435, 0.056, 0.001, 0.001, 0.0]","[0.         0.00907258 0.04032258 0.09274194 0.15322581 0.24193548
 0.36693548 0.52217742 0.68850806 0.8266129  0.90322581 0.63709677
 0.49193548 0.28931452 0.08366935 0.00201613 0.00504032 0.00302419
 0.00201613 0.00201613 0.00201613 0.00201613 0.00201613 0.00302419
 0.00302419 0.01108871 0.12802419 0.28729839 0.40524194 0.52419355
 0.84879032 1.         0.95060484 0.79233871 0.58568548 0.33366935
 0.44455645 0.0625     0.00705645 0.00705645 0.00604839]",53.51884571232758,24.381416355288952
813.0,"[4.697, 6.832, 8.89, 9.363, 9.964, 10.024, 10.975, 11.831, 12.88, 13.781, 14.683, 15.169, 15.946, 16.274, 17.306, 20.726, 31.854, 47.63, 66.447, 71.991, 75.572, 80.691, 86.094, 91.772, 96.384, 104.2, 113.678, 117.24, 138.741, 144.36, 160.842, 176.483, 188.166, 197.716, 210.452, 218.088, 223.153, 244.152, 252.768, 265.534, 274.97, 285.355, 351.112]","[0.006, 0.006, 0.003, 0.152, 0.248, 0.334, 0.441, 0.524, 0.549, 0.525, 0.438, 0.307, 0.228, 0.121, 0.008, 0.008, 0.005, 0.006, 0.006, 0.162, 0.262, 0.407, 0.541, 0.662, 0.769, 0.893, 0.948, 0.993, 1.021, 0.994, 0.952, 0.89, 0.815, 0.729, 0.629, 0.542, 0.474, 0.37, 0.27, 0.181, 0.084, 0.019, 0.009]","[0.00294695 0.00294695 0.         0.14636542 0.24066798 0.32514735
 0.4302554  0.51178782 0.53634578 0.51277014 0.42730845 0.29862475
 0.22102161 0.11591356 0.00491159 0.00491159 0.00196464 0.00294695
 0.00294695 0.15618861 0.25442043 0.39685658 0.52848723 0.64734774
 0.7524558  0.87426326 0.92829077 0.97249509 1.         0.97347741
 0.93222004 0.87131631 0.79764244 0.71316306 0.61493124 0.52946955
 0.46267191 0.36051081 0.26227898 0.17485265 0.07956778 0.01571709
 0.00589391]",119.95614435122401,82.87175145374292
814.0,"[9.457, 14.226, 16.248, 17.305, 17.62, 18.135, 18.501, 18.866, 19.902, 20.321, 21.209, 22.276, 24.171, 25.594, 27.745, 30.172, 33.826, 34.382, 36.012, 36.947, 39.449, 42.946, 42.978, 45.252, 47.998, 65.772]","[0.0, 0.002, 0.071, 0.292, 0.398, 0.487, 0.572, 0.662, 0.786, 0.862, 0.901, 0.972, 0.993, 0.977, 0.908, 0.805, 0.674, 0.598, 0.499, 0.423, 0.317, 0.202, 0.094, 0.039, 0.005, 0.011]","[0.         0.0020141  0.0715005  0.29405841 0.40080564 0.49043303
 0.57603223 0.66666667 0.79154079 0.86807654 0.90735146 0.97885196
 1.         0.98388721 0.91440081 0.81067472 0.67875126 0.60221551
 0.50251762 0.42598187 0.31923464 0.20342397 0.09466264 0.03927492
 0.00503525 0.01107754]",25.694597689243025,24.8164386908939
815.0,"[0.103, 0.118, 0.213, 0.357, 0.673, 1.033, 1.28, 1.784, 1.802, 2.432, 3.454, 4.039, 4.709, 6.21, 13.756, 51.052, 112.504, 231.067, 403.858]","[0.065, 0.008, 0.008, 0.008, 0.016, 0.073, 0.218, 0.629, 0.815, 0.927, 0.718, 0.484, 0.266, 0.024, 0.016, 0.008, 0.032, 0.0, -0.016]","[0.08589608 0.02545069 0.02545069 0.02545069 0.03393425 0.09437964
 0.24814422 0.68398727 0.88123012 1.         0.77836691 0.53022269
 0.2990456  0.04241782 0.03393425 0.02545069 0.05090138 0.01696713
 0.        ]",4.838832066043884,2.4165488226013103
816.0,"[0.382, 0.622, 1.013, 1.65, 1.987, 2.685, 4.366, 7.01, 8.664, 10.354, 15.782, 21.85, 23.943, 26.65, 29.777, 32.304, 35.987, 48.519, 52.306, 68.682, 73.908, 83.044, 93.325, 101.837, 116.102, 158.019, 256.729, 417.86, 680.121, 969.27]","[-0.001, 0.002, 0.004, 0.018, 0.035, 0.019, 0.012, 0.059, 0.114, 0.078, 0.026, 0.117, 0.232, 0.341, 0.492, 0.61, 0.729, 0.845, 0.907, 0.754, 0.659, 0.527, 0.397, 0.285, 0.167, 0.051, 0.033, 0.035, 0.038, 0.04]","[0.         0.00330396 0.00550661 0.02092511 0.03964758 0.02202643
 0.01431718 0.0660793  0.12665198 0.08700441 0.02973568 0.12995595
 0.25660793 0.37665198 0.54295154 0.67290749 0.80396476 0.93171806
 1.         0.8314978  0.72687225 0.5814978  0.43832599 0.31497797
 0.18502203 0.05726872 0.03744493 0.03964758 0.04295154 0.04515419]",65.04123840627042,48.48133174878513
817.0,"[0.103, 0.118, 0.213, 0.357, 0.673, 1.033, 1.28, 1.784, 1.802, 2.432, 3.454, 4.039, 4.709, 6.21, 13.756, 51.052, 112.504, 231.067, 403.858]","[0.065, 0.008, 0.008, 0.008, 0.016, 0.073, 0.218, 0.629, 0.815, 0.927, 0.718, 0.484, 0.266, 0.024, 0.016, 0.008, 0.032, 0.0, -0.016]","[0.08589608 0.02545069 0.02545069 0.02545069 0.03393425 0.09437964
 0.24814422 0.68398727 0.88123012 1.         0.77836691 0.53022269
 0.2990456  0.04241782 0.03393425 0.02545069 0.05090138 0.01696713
 0.        ]",4.838832066043884,2.4165488226013103
